2023-09-04 15:59:04,0,0,0,0,0,0,0
2023-09-04 15:59:05,0.2560903,2.058736,-0.2210077,0.1414818,-0.09513161,-0.001980951,0
2023-09-04 15:59:06,0.2570191,2.058465,-0.2207881,0.142053,-0.09562667,-0.002807671,0
2023-09-04 15:59:07,0.2958414,2.073664,-0.1396277,0.2794709,-0.151057,-0.03821358,0
2023-09-04 15:59:08,0.3033406,2.066673,-0.1461651,0.264502,-0.1338802,-0.06255785,0
2023-09-04 15:59:09,0.273293,2.067317,-0.20762,0.2294108,-0.03674742,-0.03170749,0
2023-09-04 15:59:10,0.2648863,2.053018,-0.2535266,0.2368587,-0.1444822,-0.01359782,0
2023-09-04 15:59:11,0.2892723,2.081322,-0.2496863,0.1154011,-0.004475842,0.00575744,0
2023-09-04 15:59:12,0.2890429,2.065207,-0.2363429,0.1440643,0.003639315,0.0106319,0
2023-09-04 15:59:13,0.306479,2.065097,-0.1792253,0.09068061,-0.001500968,0.06991004,0
2023-09-04 15:59:14,0.3197274,2.066074,-0.1670483,0.03982228,0.03505871,0.05187254,0
2023-09-04 15:59:15,0.3215252,2.064538,-0.1644286,0.03764065,0.04305987,0.05262046,0
2023-09-04 15:59:16,0.3339586,2.059636,-0.1682433,0.0666288,0.08617122,0.03369308,0
2023-09-04 15:59:17,0.3331781,2.059424,-0.1704693,0.07422625,0.104224,0.04459827,0
2023-09-04 15:59:18,0.3173653,2.057325,-0.1743337,0.08638834,0.09626201,0.02494943,0
2023-09-04 15:59:19,0.2610511,2.075203,-0.2342877,0.04733795,-0.07950617,0.03481582,0
2023-09-04 15:59:20,0.2765326,2.096429,-0.2512307,-0.01185707,-0.09733453,-0.001801725,0
2023-09-04 15:59:21,0.2843212,2.098537,-0.2667272,-0.01474516,-0.09241518,0.004990998,0
2023-09-04 15:59:22,0.3432892,2.107315,-0.3267911,0.001308559,-0.1400146,0.0008270404,0
2023-09-04 15:59:24,0.3286481,2.104225,-0.2724522,-0.02360289,-0.1281278,0.01676892,0
2023-09-04 15:59:24,0.3475363,2.074594,-0.2234545,0.08833949,-0.02234837,0.003440354,0
2023-09-04 15:59:25,0.3330512,2.070956,-0.2256304,0.09989642,-0.09802619,0.009753177,0
2023-09-04 15:59:26,0.2984318,2.068296,-0.233731,0.105739,-0.2525425,0.01769398,0
2023-09-04 15:59:27,0.3021873,2.067392,-0.2315282,0.1086555,-0.2371462,0.01389428,0
2023-09-04 15:59:28,0.35126,2.063273,-0.2267493,0.1342912,0.02817289,0.004124736,0
2023-09-04 15:59:30,0.3466666,2.062782,-0.2289799,0.1385887,0.01496729,0.01265868,0
2023-09-04 15:59:30,0.3385463,2.063184,-0.2286881,0.1354491,-0.02773397,0.01404701,0
2023-09-04 15:59:31,0.2934438,2.066474,-0.2420499,0.1084247,-0.2956504,0.007251231,0
2023-09-04 15:59:32,0.295785,2.063257,-0.2388409,0.1209238,-0.2845476,0.007131411,0
2023-09-04 15:59:33,0.297312,2.062759,-0.2382059,0.1231103,-0.279124,0.007517862,0
2023-09-04 15:59:34,0.3389657,2.061795,-0.2271011,0.133858,-0.0225914,0.009913038,0
2023-09-04 15:59:35,0.3783909,2.07461,-0.2465554,0.07511938,0.1942455,0.005985467,0
2023-09-04 15:59:36,0.3546279,2.073839,-0.2410829,0.07585303,0.02609864,-0.001063925,0
2023-09-04 15:59:37,0.3378022,2.070765,-0.23931,0.088071,-0.04372114,-0.001357281,0
2023-09-04 15:59:38,0.3358268,2.069157,-0.2382887,0.09430122,-0.04763727,-0.0001536067,0
2023-09-04 15:59:39,0.334416,2.058484,-0.2333516,0.1475076,-0.05318567,-0.003503472,0
2023-09-04 15:59:40,0.3247562,2.043612,-0.2234458,0.2107535,-0.07685944,0.005153522,0
2023-09-04 15:59:41,0.3265256,2.044096,-0.223384,0.2063361,-0.07326631,0.002147449,0
2023-09-04 15:59:42,0.3287363,2.052047,-0.2275694,0.1716914,-0.06384867,0.004742499,0
2023-09-04 15:59:43,0.3235547,2.058221,-0.2302076,0.1412619,-0.08193961,0.01136494,0
2023-09-04 15:59:44,0.3226393,2.0562,-0.229251,0.148776,-0.08571704,0.01148388,0
2023-09-04 15:59:45,0.3232141,2.055461,-0.2287288,0.1513508,-0.08261343,0.01066553,0
2023-09-04 15:59:46,0.3211635,2.063035,-0.2584379,0.1509692,0.01620269,0.008082454,0
2023-09-04 15:59:47,0.3270161,2.061379,-0.2608025,0.1565034,0.0670487,-0.00255139,0
2023-09-04 15:59:48,0.3431982,2.066966,-0.2722819,0.109186,0.1285952,-0.02307291,0
2023-09-04 15:59:49,0.3692126,2.093138,-0.2748273,-0.04517215,0.1886592,-0.01981884,0
2023-09-04 15:59:50,0.3331133,2.068877,-0.2884542,0.132448,0.1353101,-0.008816761,0
2023-09-04 15:59:51,0.3702313,2.05792,-0.2998213,0.1398434,0.4530858,-0.04048269,0
2023-09-04 15:59:52,0.3061634,2.060077,-0.2563199,0.1410043,0.06944726,-0.001923216,0
2023-09-04 15:59:53,0.3041747,2.045603,-0.245117,0.1911872,0.0192189,-0.007229511,0
2023-09-04 15:59:55,0.2707823,2.044517,-0.2506399,0.1994539,-0.133131,0.0112058,0
2023-09-04 15:59:55,0.2012515,2.040416,-0.278517,0.2032056,-0.4288567,0.03172828,0
2023-09-04 15:59:56,0.2246258,2.046218,-0.2673096,0.1818022,-0.3114734,0.03760813,0
2023-09-04 15:59:57,0.2184398,2.045657,-0.2716006,0.1811715,-0.3228816,0.04831235,0
2023-09-04 15:59:58,0.2204988,2.046727,-0.2710194,0.178461,-0.3119521,0.04698411,0
2023-09-04 15:59:59,0.2212756,2.04608,-0.2701275,0.1809151,-0.3083707,0.04579477,0
2023-09-04 16:00:00,0.1997747,2.047739,-0.2849562,0.1743826,-0.4186555,0.03115408,0
2023-09-04 16:00:01,0.2020702,2.046937,-0.282875,0.1763607,-0.4097793,0.02999867,0
2023-09-04 16:00:02,0.2120095,2.051418,-0.2774996,0.1608438,-0.3810185,0.0248047,0
2023-09-04 16:00:03,0.1649531,2.036189,-0.3007222,0.2159259,-0.5279316,0.05139411,0
2023-09-04 16:00:04,0.3293827,2.067302,-0.2888934,0.1169048,0.2540804,-0.04129908,0
2023-09-04 16:00:05,0.3873627,2.080417,-0.3230731,-0.05235058,0.3369942,-0.02915337,0
2023-09-04 16:00:06,0.3841708,2.082676,-0.3048051,-0.03575637,0.3124892,-0.02468812,0
2023-09-04 16:00:07,0.330442,2.050875,-0.2929168,0.1862922,0.2265784,-0.06055315,0
2023-09-04 16:00:08,0.3114807,2.081138,-0.2911334,0.04245068,0.2163309,-0.002963276,0
2023-09-04 16:00:09,0.3233893,2.079521,-0.2868298,0.0440264,0.2083966,-0.01437255,0
2023-09-04 16:00:10,0.317605,2.080101,-0.2888595,0.04320709,0.1895471,-0.01125682,0
2023-09-04 16:00:11,0.3195593,2.064213,-0.2773181,0.1175703,0.1836944,-0.03172874,0
2023-09-04 16:00:12,0.3340594,2.058913,-0.2757984,0.1350952,0.2367915,-0.03471801,0
2023-09-04 16:00:13,0.3227518,2.073676,-0.2829665,0.06763844,0.215708,-0.006901648,0
2023-09-04 16:00:14,0.327668,2.072868,-0.2810948,0.06829538,0.2146376,-0.01087131,0
